net,length_um
id_stage_i.regfile_i.regfile_data\[20\]\[9\],29.64
id_stage_i.regfile_i.regfile_data\[28\]\[19\],29.64
_05494_,29.62
_06227_,29.6
_06372_,29.6
_06041_,29.58
id_stage_i.regfile_i.regfile_data\[1\]\[13\],29.57
id_stage_i.regfile_i.regfile_data\[1\]\[10\],29.56
id_stage_i.regfile_i.regfile_data\[21\]\[3\],29.56
id_stage_i.regfile_i.regfile_data\[9\]\[29\],29.54
id_stage_i.regfile_i.regfile_data\[29\]\[11\],29.52
_04265_,29.5
_05733_,29.48
id_stage_i.regfile_i.regfile_data\[2\]\[27\],29.46
id_stage_i.regfile_i.regfile_data\[6\]\[21\],29.46
_03064_,29.44
_03828_,29.44
ex_stage_i.ID_imm1_i\[3\],29.44
id_stage_i.regfile_i.regfile_data\[8\]\[13\],29.42
mem_stage_i.MEM_alu_result_o\[5\],29.4
id_stage_i.IF_pc_i\[1\],29.34
id_stage_i.regfile_i.regfile_data\[23\]\[22\],29.34
_03706_,29.32
id_stage_i.regfile_i.regfile_data\[20\]\[4\],29.32
id_stage_i.regfile_i.regfile_data\[3\]\[15\],29.32
_03877_,29.3
_05134_,29.3
_02154_,29.28
id_stage_i.regfile_i.regfile_data\[11\]\[17\],29.28
id_stage_i.regfile_i.regfile_data\[12\]\[0\],29.28
id_stage_i.regfile_i.regfile_data\[0\]\[22\],29.24
id_stage_i.regfile_i.regfile_data\[28\]\[3\],29.24
_05379_,29.22
_04183_,29.2
_04822_,29.2
id_stage_i.regfile_i.regfile_data\[0\]\[18\],29.2
id_stage_i.regfile_i.regfile_data\[7\]\[22\],29.2
id_stage_i.regfile_i.regfile_data\[16\]\[7\],29.16
_03338_,29.14
_03824_,29.1
_00381_,29.08
id_stage_i.regfile_i.regfile_data\[21\]\[10\],29.08
id_stage_i.regfile_i.regfile_data\[29\]\[12\],29.06
id_stage_i.regfile_i.regfile_data\[13\]\[15\],29.04
id_stage_i.regfile_i.regfile_data\[1\]\[31\],29.04
id_stage_i.regfile_i.regfile_data\[25\]\[5\],29.04
_06162_,29.02
id_stage_i.regfile_i.regfile_data\[8\]\[6\],29.02
id_stage_i.regfile_i.regfile_data\[3\]\[29\],28.96
_02273_,28.94
_03402_,28.94
id_stage_i.regfile_i.regfile_data\[8\]\[10\],28.92
id_stage_i.regfile_i.regfile_data\[22\]\[29\],28.91
_02079_,28.9
id_stage_i.regfile_i.regfile_data\[13\]\[23\],28.88
_04112_,28.86
_03597_,28.82
_04493_,28.82
_05317_,28.82
_05269_,28.8
id_stage_i.regfile_i.regfile_data\[26\]\[28\],28.785
id_stage_i.regfile_i.regfile_data\[9\]\[4\],28.74
_05069_,28.72
id_stage_i.regfile_i.regfile_data\[8\]\[0\],28.72
id_stage_i.regfile_i.regfile_data\[18\]\[0\],28.715
_05458_,28.7
branchgen_i.ID_pc_i\[23\],28.7
_04202_,28.68
_05144_,28.66
_01708_,28.64
boot_addr_i[2],28.64
_00953_,28.625
id_stage_i.regfile_i.regfile_data\[1\]\[1\],28.62
id_stage_i.regfile_i.regfile_data\[21\]\[9\],28.6
id_stage_i.regfile_i.regfile_data\[16\]\[11\],28.56
_01967_,28.54
_05995_,28.54
id_stage_i.regfile_i.regfile_data\[1\]\[11\],28.54
id_stage_i.regfile_i.regfile_data\[16\]\[9\],28.52
_00662_,28.505
id_stage_i.regfile_i.regfile_data\[18\]\[17\],28.49
_01745_,28.475
id_stage_i.regfile_i.regfile_data\[27\]\[17\],28.44
clknet_leaf_142_clk_i,28.44
id_stage_i.regfile_i.regfile_data\[25\]\[31\],28.42
id_stage_i.regfile_i.regfile_data\[7\]\[20\],28.42
id_stage_i.regfile_i.regfile_data\[30\]\[29\],28.405
id_stage_i.rs1_rd_data\[17\],28.4
_04240_,28.38
_06024_,28.38
_02019_,28.36
id_stage_i.regfile_i.regfile_data\[20\]\[1\],28.34
id_stage_i.regfile_i.regfile_data\[27\]\[6\],28.32
_03354_,28.3
_04494_,28.3
id_stage_i.regfile_i.regfile_data\[21\]\[8\],28.3
id_stage_i.regfile_i.regfile_data\[4\]\[11\],28.3
_04078_,28.28
id_stage_i.regfile_i.regfile_data\[18\]\[21\],28.27
id_stage_i.regfile_i.regfile_data\[28\]\[11\],28.22
id_stage_i.regfile_i.regfile_data\[23\]\[26\],28.2
id_stage_i.regfile_i.regfile_data\[29\]\[0\],28.2
_06066_,28.18
id_stage_i.regfile_i.regfile_data\[20\]\[21\],28.16
id_stage_i.regfile_i.regfile_data\[24\]\[3\],28.16
_04708_,28.14
_04956_,28.14
id_stage_i.regfile_i.regfile_data\[12\]\[21\],28.14
id_stage_i.regfile_i.regfile_data\[16\]\[8\],28.14
id_stage_i.regfile_i.regfile_data\[26\]\[27\],28.13
id_stage_i.regfile_i.regfile_data\[10\]\[12\],28.11
_01338_,28.105
id_stage_i.regfile_i.regfile_data\[18\]\[24\],28.1
id_stage_i.regfile_i.regfile_data\[16\]\[6\],28.08
id_stage_i.regfile_i.regfile_data\[26\]\[5\],28.065
_04459_,28.06
DMEM_wr_data_o[15],28.05
_04971_,28.04
_05522_,28.04
_06762_,28.04
id_stage_i.regfile_i.regfile_data\[12\]\[24\],28.04
id_stage_i.regfile_i.regfile_data\[16\]\[14\],28.04
_02343_,28.02
_02403_,28
_01800_,27.96
id_stage_i.regfile_i.regfile_data\[13\]\[19\],27.96
_01700_,27.94
_05742_,27.94
id_stage_i.regfile_i.regfile_data\[12\]\[29\],27.94
id_stage_i.regfile_i.regfile_data\[4\]\[27\],27.94
_06323_,27.9
id_stage_i.regfile_i.regfile_data\[12\]\[27\],27.9
_02206_,27.89
id_stage_i.regfile_i.regfile_data\[4\]\[31\],27.86
id_stage_i.regfile_i.regfile_data\[2\]\[3\],27.855
id_stage_i.regfile_i.regfile_data\[26\]\[0\],27.825
id_stage_i.regfile_i.regfile_data\[29\]\[13\],27.8
id_stage_i.regfile_i.regfile_data\[4\]\[13\],27.8
_04983_,27.78
id_stage_i.regfile_i.regfile_data\[8\]\[25\],27.78
_05348_,27.76
_05567_,27.72
_05307_,27.7
id_stage_i.regfile_i.regfile_data\[29\]\[10\],27.7
control_i.ID_rd_addr_i\[2\],27.68
id_stage_i.regfile_i.regfile_data\[0\]\[31\],27.68
id_stage_i.regfile_i.regfile_data\[11\]\[27\],27.68
id_stage_i.regfile_i.regfile_data\[20\]\[15\],27.68
id_stage_i.regfile_i.regfile_data\[27\]\[14\],27.68
branchgen_i.ID_branch_op_i\[1\],27.66
id_stage_i.regfile_i.regfile_data\[25\]\[29\],27.66
id_stage_i.regfile_i.regfile_data\[13\]\[6\],27.58
id_stage_i.regfile_i.regfile_data\[15\]\[10\],27.54
_05553_,27.52
_05916_,27.52
id_stage_i.regfile_i.regfile_data\[17\]\[17\],27.52
id_stage_i.regfile_i.regfile_data\[30\]\[1\],27.505
id_stage_i.regfile_i.regfile_data\[31\]\[12\],27.48
id_stage_i.regfile_i.regfile_data\[22\]\[12\],27.455
_04817_,27.44
_06350_,27.44
id_stage_i.regfile_i.regfile_data\[23\]\[29\],27.44
id_stage_i.regfile_i.regfile_data\[28\]\[23\],27.44
_04171_,27.42
id_stage_i.regfile_i.regfile_data\[4\]\[30\],27.42
id_stage_i.regfile_i.regfile_data\[20\]\[22\],27.38
_05272_,27.36
_04067_,27.34
id_stage_i.regfile_i.regfile_data\[15\]\[0\],27.34
id_stage_i.regfile_i.regfile_data\[8\]\[4\],27.32
_02018_,27.3
id_stage_i.regfile_i.regfile_data\[9\]\[3\],27.28
_01845_,27.26
id_stage_i.regfile_i.regfile_data\[16\]\[30\],27.24
id_stage_i.regfile_i.regfile_data\[24\]\[13\],27.24
id_stage_i.regfile_i.regfile_data\[5\]\[15\],27.24
_03890_,27.22
_05205_,27.22
id_stage_i.regfile_i.regfile_data\[21\]\[0\],27.22
_02511_,27.18
_05756_,27.18
id_stage_i.regfile_i.regfile_data\[8\]\[3\],27.18
id_stage_i.regfile_i.regfile_data\[23\]\[5\],27.16
_01668_,27.12
_02200_,27.12
_05346_,27.12
branchgen_i.ID_rs1_addr_i\[1\],27.12
id_stage_i.regfile_i.regfile_data\[26\]\[1\],27.105
_05782_,27.1
id_stage_i.regfile_i.regfile_data\[20\]\[11\],27.1
_02433_,27.08
_00023_,27.06
_04144_,27.06
id_stage_i.regfile_i.regfile_data\[25\]\[6\],27.06
mem_stage_i.mem_op\[3\],27.06
_06164_,27.04
id_stage_i.regfile_i.regfile_data\[16\]\[19\],27.04
id_stage_i.regfile_i.regfile_data\[24\]\[28\],27.04
_03736_,27.02
id_stage_i.regfile_i.regfile_data\[21\]\[11\],27.02
id_stage_i.regfile_i.regfile_data\[24\]\[26\],27.02
_01934_,27
_03180_,27
id_stage_i.rs2_rd_data\[24\],27
_00893_,26.985
ex_stage_i.ID_memtoreg_i,26.98
id_stage_i.regfile_i.regfile_data\[5\]\[14\],26.98
DMEM_rd_data_i[12],26.97
_04212_,26.96
id_stage_i.regfile_i.regfile_data\[0\]\[25\],26.94
id_stage_i.regfile_i.regfile_data\[20\]\[8\],26.94
id_stage_i.regfile_i.regfile_data\[6\]\[14\],26.925
id_stage_i.regfile_i.regfile_data\[12\]\[11\],26.92
id_stage_i.regfile_i.regfile_data\[21\]\[7\],26.9
id_stage_i.regfile_i.regfile_data\[10\]\[8\],26.885
id_stage_i.regfile_i.regfile_data\[15\]\[15\],26.86
id_stage_i.regfile_i.regfile_data\[6\]\[20\],26.855
id_stage_i.regfile_i.regfile_data\[6\]\[12\],26.845
_05628_,26.82
id_stage_i.regfile_i.regfile_data\[7\]\[15\],26.82
_02745_,26.8
id_stage_i.regfile_i.regfile_data\[2\]\[16\],26.795
_05806_,26.79
id_stage_i.regfile_i.regfile_data\[14\]\[5\],26.765
_01772_,26.76
_05735_,26.76
id_stage_i.regfile_i.regfile_data\[13\]\[27\],26.76
id_stage_i.regfile_i.regfile_data\[5\]\[24\],26.76
id_stage_i.regfile_i.regfile_data\[27\]\[12\],26.74
id_stage_i.regfile_i.regfile_data\[20\]\[12\],26.73
id_stage_i.regfile_i.regfile_data\[5\]\[7\],26.7
_01805_,26.68
_05577_,26.68
id_stage_i.regfile_i.regfile_data\[28\]\[16\],26.68
id_stage_i.regfile_i.regfile_data\[12\]\[12\],26.66
id_stage_i.regfile_i.regfile_data\[8\]\[28\],26.66
_05320_,26.64
_05917_,26.64
id_stage_i.regfile_i.regfile_data\[17\]\[1\],26.64
id_stage_i.regfile_i.regfile_data\[29\]\[24\],26.64
_01001_,26.625
id_stage_i.regfile_i.regfile_data\[16\]\[18\],26.62
_00465_,26.605
id_stage_i.regfile_i.regfile_data\[20\]\[13\],26.6
id_stage_i.regfile_i.regfile_data\[29\]\[25\],26.6
_01399_,26.585
id_stage_i.regfile_i.regfile_data\[31\]\[11\],26.58
id_stage_i.regfile_i.regfile_data\[6\]\[2\],26.57
id_stage_i.regfile_i.regfile_data\[6\]\[13\],26.55
_02852_,26.54
_05964_,26.54
id_stage_i.regfile_i.regfile_data\[4\]\[25\],26.52
id_stage_i.regfile_i.regfile_data\[6\]\[26\],26.52
id_stage_i.rs2_rd_data\[15\],26.52
_03442_,26.5
_00850_,26.485
_02209_,26.48
id_stage_i.regfile_i.regfile_data\[0\]\[9\],26.48
_03082_,26.44
_05186_,26.44
id_stage_i.regfile_i.regfile_data\[10\]\[10\],26.425
id_stage_i.regfile_i.regfile_data\[25\]\[21\],26.42
id_stage_i.regfile_i.regfile_data\[8\]\[29\],26.42
_05303_,26.41
id_stage_i.regfile_i.regfile_data\[22\]\[1\],26.41
_05509_,26.4
_04833_,26.36
_06046_,26.36
id_stage_i.regfile_i.regfile_data\[15\]\[31\],26.36
_04077_,26.34
_04548_,26.34
_05457_,26.34
id_stage_i.regfile_i.regfile_data\[2\]\[17\],26.33
id_stage_i.regfile_i.regfile_data\[16\]\[0\],26.32
_06036_,26.3
id_stage_i.regfile_i.regfile_data\[16\]\[26\],26.3
_03343_,26.28
id_stage_i.regfile_i.regfile_data\[12\]\[15\],26.28
id_stage_i.regfile_i.regfile_data\[15\]\[12\],26.28
id_stage_i.regfile_i.regfile_data\[28\]\[26\],26.26
id_stage_i.regfile_i.regfile_data\[27\]\[26\],26.24
_01852_,26.22
id_stage_i.regfile_i.regfile_data\[6\]\[30\],26.21
_03807_,26.2
id_stage_i.regfile_i.regfile_data\[22\]\[31\],26.195
id_stage_i.regfile_i.regfile_data\[10\]\[25\],26.16
id_stage_i.regfile_i.regfile_data\[16\]\[24\],26.16
id_stage_i.regfile_i.regfile_data\[10\]\[1\],26.15
_03728_,26.14
_04247_,26.14
_05438_,26.14
_05560_,26.14
id_stage_i.regfile_i.regfile_data\[17\]\[0\],26.14
_00377_,26.12
id_stage_i.regfile_i.regfile_data\[0\]\[14\],26.12
_05830_,26.1
id_stage_i.regfile_i.regfile_data\[24\]\[15\],26.1
id_stage_i.regfile_i.regfile_data\[25\]\[2\],26.1
id_stage_i.regfile_i.regfile_data\[28\]\[1\],26.1
ex_stage_i.EX_rs2_data_o\[6\],26.08
id_stage_i.regfile_i.regfile_data\[6\]\[31\],26.075
_05337_,26.06
_05992_,26.06
net91,26.06
_05702_,26.05
_05754_,26.04
id_stage_i.regfile_i.regfile_data\[17\]\[28\],26.02
id_stage_i.regfile_i.regfile_data\[17\]\[10\],26
_05460_,25.98
id_stage_i.regfile_i.regfile_data\[20\]\[14\],25.98
id_stage_i.regfile_i.regfile_data\[25\]\[8\],25.98
id_stage_i.regfile_i.regfile_data\[5\]\[2\],25.98
_01065_,25.96
id_stage_i.regfile_i.regfile_data\[10\]\[6\],25.945
_05749_,25.94
id_stage_i.regfile_i.regfile_data\[0\]\[24\],25.94
id_stage_i.regfile_i.regfile_data\[23\]\[19\],25.94
_01874_,25.92
_01857_,25.9
_04528_,25.9
id_stage_i.regfile_i.regfile_data\[8\]\[1\],25.9
_01695_,25.89
_04018_,25.88
_04338_,25.88
_06264_,25.88
id_stage_i.regfile_i.regfile_data\[16\]\[13\],25.88
id_stage_i.regfile_i.regfile_data\[8\]\[18\],25.88
id_stage_i.regfile_i.regfile_data\[9\]\[8\],25.86
_01366_,25.82
_02998_,25.8
_04062_,25.8
id_stage_i.regfile_i.regfile_data\[31\]\[26\],25.8
_04241_,25.76
_05130_,25.76
_01112_,25.74
id_stage_i.regfile_i.regfile_data\[17\]\[3\],25.74
id_stage_i.regfile_i.regfile_data\[5\]\[22\],25.74
id_stage_i.regfile_i.regfile_data\[9\]\[15\],25.74
id_stage_i.regfile_i.regfile_data\[1\]\[6\],25.73
_03213_,25.72
id_stage_i.regfile_i.regfile_data\[12\]\[3\],25.72
id_stage_i.regfile_i.regfile_data\[30\]\[11\],25.705
_03810_,25.7
_06163_,25.7
_05750_,25.68
id_stage_i.regfile_i.regfile_data\[5\]\[9\],25.68
_02591_,25.66
_03136_,25.64
_03885_,25.64
id_stage_i.regfile_i.regfile_data\[21\]\[6\],25.64
mem_stage_i.MEM_alu_result_o\[22\],25.64
id_stage_i.regfile_i.regfile_data\[22\]\[4\],25.635
id_stage_i.regfile_i.regfile_data\[30\]\[23\],25.635
id_stage_i.regfile_i.regfile_data\[30\]\[30\],25.625
branchgen_i.ID_pc_i\[27\],25.62
_00694_,25.605
_04199_,25.6
_05985_,25.6
id_stage_i.regfile_i.regfile_data\[22\]\[22\],25.59
id_stage_i.regfile_i.regfile_data\[14\]\[19\],25.585
_02170_,25.58
id_stage_i.regfile_i.regfile_data\[4\]\[2\],25.58
id_stage_i.regfile_i.regfile_data\[31\]\[31\],25.56
_03668_,25.54
_05238_,25.54
_03031_,25.52
id_stage_i.regfile_i.regfile_data\[10\]\[13\],25.505
id_stage_i.regfile_i.regfile_data\[0\]\[30\],25.5
id_stage_i.regfile_i.regfile_data\[3\]\[25\],25.5
id_stage_i.regfile_i.regfile_data\[16\]\[21\],25.48
id_stage_i.regfile_i.regfile_data\[11\]\[16\],25.46
id_stage_i.regfile_i.regfile_data\[24\]\[21\],25.46
id_stage_i.regfile_i.regfile_data\[29\]\[5\],25.46
id_stage_i.regfile_i.regfile_data\[17\]\[25\],25.44
_03868_,25.42
_05690_,25.42
id_stage_i.regfile_i.regfile_data\[2\]\[0\],25.405
id_stage_i.regfile_i.regfile_data\[13\]\[30\],25.4
id_stage_i.regfile_i.regfile_data\[15\]\[9\],25.4
id_stage_i.regfile_i.regfile_data\[13\]\[2\],25.38
id_stage_i.regfile_i.regfile_data\[5\]\[20\],25.38
_04444_,25.36
_06309_,25.36
id_stage_i.regfile_i.regfile_data\[31\]\[17\],25.36
id_stage_i.regfile_i.regfile_data\[2\]\[26\],25.355
_04126_,25.34
id_stage_i.regfile_i.regfile_data\[2\]\[10\],25.325
_04155_,25.32
_02629_,25.3
id_stage_i.regfile_i.regfile_data\[16\]\[31\],25.3
id_stage_i.regfile_i.regfile_data\[17\]\[30\],25.28
id_stage_i.regfile_i.regfile_data\[18\]\[29\],25.275
_00894_,25.265
id_stage_i.regfile_i.regfile_data\[22\]\[9\],25.265
DMEM_wr_data_o[22],25.26
id_stage_i.regfile_i.regfile_data\[0\]\[21\],25.26
id_stage_i.regfile_i.regfile_data\[21\]\[28\],25.26
_00336_,25.255
_05175_,25.22
id_stage_i.regfile_i.regfile_data\[9\]\[12\],25.22
_03500_,25.2
id_stage_i.regfile_i.regfile_data\[13\]\[14\],25.2
_03866_,25.18
_04083_,25.18
id_stage_i.regfile_i.regfile_data\[12\]\[23\],25.18
id_stage_i.regfile_i.regfile_data\[30\]\[24\],25.165
_04209_,25.16
id_stage_i.regfile_i.regfile_data\[19\]\[19\],25.16
id_stage_i.regfile_i.regfile_data\[12\]\[14\],25.14
id_stage_i.regfile_i.regfile_data\[14\]\[27\],25.105
_03872_,25.1
id_stage_i.regfile_i.regfile_data\[28\]\[29\],25.1
mem_stage_i.MEM_alu_result_o\[18\],25.1
_03511_,25.08
_04074_,25.08
_06147_,25.06
_05366_,25.04
_03455_,25.02
id_stage_i.IF_pc_i\[15\],25.02
id_stage_i.regfile_i.regfile_data\[21\]\[16\],25.02
id_stage_i.regfile_i.regfile_data\[25\]\[0\],25.02
id_stage_i.regfile_i.regfile_data\[9\]\[1\],25.02
id_stage_i.regfile_i.regfile_data\[14\]\[11\],25.015
_05609_,25.01
_01840_,25
_04157_,25
id_stage_i.regfile_i.regfile_data\[16\]\[2\],25
id_stage_i.regfile_i.regfile_data\[29\]\[8\],25
id_stage_i.regfile_i.regfile_data\[31\]\[28\],25
_05370_,24.96
_06173_,24.96
id_stage_i.regfile_i.regfile_data\[17\]\[13\],24.96
id_stage_i.regfile_i.regfile_data\[16\]\[15\],24.94
id_stage_i.regfile_i.regfile_data\[5\]\[6\],24.94
id_stage_i.regfile_i.regfile_data\[5\]\[13\],24.92
id_stage_i.regfile_i.regfile_data\[11\]\[1\],24.91
branchgen_i.ID_pc_i\[28\],24.9
_03512_,24.88
id_stage_i.regfile_i.regfile_data\[17\]\[7\],24.88
_06266_,24.86
id_stage_i.regfile_i.regfile_data\[11\]\[25\],24.86
id_stage_i.regfile_i.regfile_data\[31\]\[4\],24.84
clknet_leaf_126_clk_i,24.84
_01713_,24.82
id_stage_i.regfile_i.regfile_data\[15\]\[4\],24.82
id_stage_i.regfile_i.regfile_data\[31\]\[14\],24.82
id_stage_i.regfile_i.regfile_data\[30\]\[3\],24.81
_03796_,24.8
_05519_,24.8
_06031_,24.8
id_stage_i.regfile_i.regfile_data\[20\]\[3\],24.8
id_stage_i.regfile_i.regfile_data\[24\]\[0\],24.8
id_stage_i.regfile_i.regfile_data\[22\]\[17\],24.79
id_stage_i.regfile_i.regfile_data\[18\]\[31\],24.785
_05780_,24.775
id_stage_i.regfile_i.regfile_data\[30\]\[10\],24.765
_05626_,24.76
id_stage_i.regfile_i.regfile_data\[9\]\[16\],24.74
_04125_,24.72
_05314_,24.72
id_stage_i.regfile_i.regfile_data\[16\]\[16\],24.7
_01966_,24.68
id_stage_i.regfile_i.regfile_data\[8\]\[19\],24.68
id_stage_i.regfile_i.regfile_data\[26\]\[19\],24.67
_02348_,24.64
id_stage_i.regfile_i.regfile_data\[0\]\[8\],24.64
id_stage_i.regfile_i.regfile_data\[15\]\[30\],24.64
_01833_,24.62
_03883_,24.62
branchgen_i.ID_pc_i\[30\],24.62
DMEM_rd_data_i[28],24.61
_02831_,24.6
_03046_,24.6
id_stage_i.regfile_i.regfile_data\[19\]\[14\],24.6
_04170_,24.58
id_stage_i.regfile_i.regfile_data\[21\]\[22\],24.58
id_stage_i.rs2_rd_data\[12\],24.58
_00848_,24.565
id_stage_i.regfile_i.regfile_data\[19\]\[1\],24.56
id_stage_i.regfile_i.regfile_data\[8\]\[16\],24.56
id_stage_i.regfile_i.regfile_data\[10\]\[2\],24.545
_02145_,24.52
_05225_,24.52
_06098_,24.52
branchgen_i.ID_pc_i\[8\],24.52
id_stage_i.regfile_i.regfile_data\[29\]\[20\],24.52
mem_stage_i.MEM_alu_result_o\[14\],24.52
_06284_,24.48
_06345_,24.48
id_stage_i.regfile_i.regfile_data\[3\]\[18\],24.48
id_stage_i.regfile_i.regfile_data\[13\]\[10\],24.46
_02148_,24.45
id_stage_i.regfile_i.regfile_data\[26\]\[8\],24.445
_03557_,24.44
_04064_,24.44
_05534_,24.44
id_stage_i.regfile_i.regfile_data\[17\]\[27\],24.44
id_stage_i.regfile_i.regfile_data\[28\]\[22\],24.44
id_stage_i.regfile_i.regfile_data\[23\]\[24\],24.43
_06316_,24.4
id_stage_i.regfile_i.regfile_data\[17\]\[24\],24.4
IMEM_data_i[14],24.39
_03427_,24.38
_04783_,24.38
id_stage_i.regfile_i.regfile_data\[12\]\[22\],24.36
id_stage_i.regfile_i.regfile_data\[8\]\[9\],24.36
_05506_,24.34
id_stage_i.regfile_i.regfile_data\[14\]\[20\],24.325
_05112_,24.32
_05434_,24.3
_06178_,24.26
id_stage_i.regfile_i.regfile_data\[14\]\[7\],24.245
_02584_,24.24
id_stage_i.regfile_i.regfile_data\[14\]\[23\],24.205
_01897_,24.2
id_stage_i.regfile_i.regfile_data\[20\]\[20\],24.2
id_stage_i.regfile_i.regfile_data\[6\]\[6\],24.195
_00637_,24.175
_04957_,24.175
id_stage_i.regfile_i.regfile_data\[18\]\[20\],24.17
_00276_,24.165
id_stage_i.regfile_i.regfile_data\[7\]\[25\],24.16
_04087_,24.14
id_stage_i.regfile_i.regfile_data\[7\]\[29\],24.14
id_stage_i.regfile_i.regfile_data\[30\]\[14\],24.125
_03749_,24.12
_06348_,24.12
id_stage_i.regfile_i.regfile_data\[8\]\[20\],24.12
_03578_,24.08
id_stage_i.regfile_i.regfile_data\[28\]\[4\],24.08
_05350_,24.04
_04288_,24.02
id_stage_i.regfile_i.regfile_data\[24\]\[10\],24.02
id_stage_i.regfile_i.regfile_data\[2\]\[30\],24.015
_03086_,24
mem_stage_i.MEM_alu_result_o\[9\],24
_00725_,23.965
_05397_,23.96
_06508_,23.96
mem_stage_i.MEM_alu_result_o\[8\],23.96
id_stage_i.regfile_i.regfile_data\[27\]\[9\],23.94
id_stage_i.regfile_i.regfile_data\[18\]\[11\],23.935
id_stage_i.regfile_i.regfile_data\[26\]\[2\],23.93
_01902_,23.92
_04387_,23.92
id_stage_i.regfile_i.regfile_data\[11\]\[7\],23.92
id_stage_i.regfile_i.regfile_data\[23\]\[20\],23.92
id_stage_i.regfile_i.regfile_data\[27\]\[18\],23.92
id_stage_i.regfile_i.regfile_data\[16\]\[23\],23.9
_05462_,23.88
id_stage_i.regfile_i.regfile_data\[22\]\[2\],23.87
_01401_,23.865
branchgen_i.ID_imm2_i\[12\],23.86
id_stage_i.regfile_i.regfile_data\[14\]\[16\],23.85
_05133_,23.84
id_stage_i.regfile_i.regfile_data\[15\]\[29\],23.82
_01885_,23.8
_03859_,23.8
id_stage_i.regfile_i.regfile_data\[12\]\[18\],23.79
_03968_,23.76
_04137_,23.76
_06270_,23.74
id_stage_i.regfile_i.regfile_data\[31\]\[25\],23.74
_01707_,23.72
id_stage_i.regfile_i.regfile_data\[28\]\[2\],23.72
id_stage_i.regfile_i.regfile_data\[26\]\[15\],23.705
_03285_,23.68
_02949_,23.66
id_stage_i.regfile_i.regfile_data\[16\]\[12\],23.66
id_stage_i.regfile_i.regfile_data\[31\]\[10\],23.66
id_stage_i.regfile_i.regfile_data\[10\]\[16\],23.645
id_stage_i.regfile_i.regfile_data\[14\]\[9\],23.625
_03856_,23.62
_05316_,23.62
id_stage_i.regfile_i.regfile_data\[0\]\[15\],23.62
_01953_,23.6
boot_addr_i[12],23.6
id_stage_i.regfile_i.regfile_data\[25\]\[15\],23.6
id_stage_i.regfile_i.regfile_data\[2\]\[19\],23.57
id_stage_i.regfile_i.regfile_data\[16\]\[10\],23.56
id_stage_i.regfile_i.regfile_data\[24\]\[6\],23.56
id_stage_i.regfile_i.regfile_data\[0\]\[11\],23.54
id_stage_i.regfile_i.regfile_data\[11\]\[13\],23.54
id_stage_i.regfile_i.regfile_data\[16\]\[20\],23.54
_00411_,23.535
_00441_,23.5
_04022_,23.5
id_stage_i.regfile_i.regfile_data\[23\]\[7\],23.5
id_stage_i.regfile_i.regfile_data\[25\]\[11\],23.5
id_stage_i.regfile_i.regfile_data\[28\]\[18\],23.49
_04002_,23.48
_04154_,23.48
id_stage_i.regfile_i.regfile_data\[3\]\[28\],23.48
id_stage_i.regfile_i.regfile_data\[14\]\[28\],23.47
id_stage_i.regfile_i.regfile_data\[28\]\[9\],23.46
id_stage_i.regfile_i.regfile_data\[14\]\[29\],23.445
_01638_,23.44
id_stage_i.regfile_i.regfile_data\[14\]\[6\],23.425
id_stage_i.regfile_i.regfile_data\[18\]\[16\],23.41
id_stage_i.regfile_i.regfile_data\[24\]\[4\],23.4
id_stage_i.regfile_i.regfile_data\[2\]\[13\],23.39
_06248_,23.38
DMEM_wr_data_o[1],23.37
_03535_,23.36
id_stage_i.regfile_i.regfile_data\[19\]\[18\],23.36
_06048_,23.34
id_stage_i.regfile_i.regfile_data\[10\]\[27\],23.325
id_stage_i.regfile_i.regfile_data\[10\]\[26\],23.31
_04226_,23.3
id_stage_i.regfile_i.regfile_data\[31\]\[6\],23.3
id_stage_i.regfile_i.regfile_data\[7\]\[18\],23.3
id_stage_i.regfile_i.regfile_data\[30\]\[2\],23.285
_03471_,23.28
id_stage_i.regfile_i.regfile_data\[5\]\[8\],23.26
id_stage_i.regfile_i.regfile_data\[10\]\[5\],23.225
_03574_,23.22
_06110_,23.22
id_stage_i.regfile_i.regfile_data\[0\]\[23\],23.22
id_stage_i.regfile_i.regfile_data\[7\]\[3\],23.21
_01370_,23.205
_04107_,23.2
id_stage_i.regfile_i.regfile_data\[1\]\[28\],23.18
id_stage_i.regfile_i.regfile_data\[11\]\[18\],23.17
_05683_,23.16
id_stage_i.regfile_i.regfile_data\[5\]\[16\],23.16
_02307_,23.14
_02365_,23.14
id_stage_i.regfile_i.regfile_data\[25\]\[25\],23.12
id_stage_i.regfile_i.regfile_data\[28\]\[7\],23.12
id_stage_i.regfile_i.regfile_data\[2\]\[20\],23.115
id_stage_i.regfile_i.regfile_data\[28\]\[17\],23.1
id_stage_i.regfile_i.regfile_data\[26\]\[18\],23.09
id_stage_i.regfile_i.regfile_data\[26\]\[14\],23.085
_05969_,23.08
id_stage_i.regfile_i.regfile_data\[27\]\[28\],23.08
id_stage_i.regfile_i.regfile_data\[25\]\[9\],23.07
_02181_,23.06
id_stage_i.regfile_i.regfile_data\[31\]\[13\],23.06
id_stage_i.regfile_i.regfile_data\[9\]\[17\],23.06
_01836_,23.04
_02231_,23.04
_03812_,23.04
_04205_,23.04
id_stage_i.regfile_i.regfile_data\[19\]\[24\],23.04
