net,length_um
id_stage_i.rs2_rd_data\[11\],69.8
_05415_,69.71
_03344_,69.7
id_stage_i.IF_pc_i\[26\],69.7
id_stage_i.regfile_i.regfile_data\[10\]\[23\],69.69
branchgen_i.EX_rd_addr_i\[3\],69.68
_02074_,69.64
clknet_leaf_53_clk_i,69.56
_05692_,69.46
clknet_leaf_73_clk_i,69.36
_02908_,69.32
clknet_leaf_90_clk_i,69.16
_05698_,69.02
clknet_leaf_78_clk_i,68.88
_02189_,68.85
_02340_,68.67
_05085_,68.6
_01761_,68.56
_03937_,68.42
branchgen_i.ID_pc_i\[0\],68.4
id_stage_i.ID_alu_ctrl_o\[10\],68.34
_02197_,68.3
_01944_,68.28
_01809_,68.25
_05890_,68.14
_05800_,67.68
clknet_leaf_149_clk_i,67.62
_03834_,67.56
_06103_,67.44
branchgen_i.ID_pc_i\[16\],67.32
_05124_,67.28
_05354_,67.08
_05028_,67.06
id_stage_i.rs2_rd_data\[3\],67.02
id_stage_i.rs1_rd_data\[9\],66.94
_02182_,66.76
_01643_,66.6
_01606_,66.4
_04337_,66.36
_01860_,66.32
_06115_,66.28
_03650_,66.2
_02202_,66.16
ex_stage_i.ID_imm1_i\[29\],65.96
clknet_leaf_89_clk_i,65.92
_02378_,65.9
clknet_leaf_72_clk_i,65.86
_01898_,65.68
_05019_,65.46
_05900_,65.44
clknet_leaf_69_clk_i,65.42
_03764_,65.26
_05338_,65.14
_01633_,65.02
id_stage_i.IF_pc_i\[31\],65.02
clknet_leaf_97_clk_i,64.98
branchgen_i.ID_pc_i\[11\],64.88
_01726_,64.74
_03121_,64.5
clknet_leaf_147_clk_i,64.5
_02296_,64.42
clknet_leaf_12_clk_i,64.42
_05188_,64.36
_05518_,64.34
_01617_,64.31
_02188_,64.3
_03067_,64.22
clknet_leaf_21_clk_i,64.22
_04149_,64.2
_05036_,64.08
_05153_,64.04
_02337_,64.03
_04118_,64
_05206_,63.96
_02071_,63.88
_05407_,63.84
id_stage_i.regfile_i.regfile_data\[10\]\[21\],63.75
_05547_,63.74
_01648_,63.695
_01687_,63.66
mem_stage_i.MEM_alu_result_o\[17\],63.62
_04234_,63.6
_01602_,63.26
_05606_,62.99
id_stage_i.rs2_rd_data\[16\],62.98
_05054_,62.88
_05466_,62.88
clknet_leaf_108_clk_i,62.86
id_stage_i.regfile_i.regfile_data\[10\]\[24\],62.755
_04094_,62.7
_03013_,62.64
_03533_,62.58
_01886_,62.56
_01590_,62.42
_04110_,62.3
_03203_,62.26
_05163_,62.26
ex_stage_i.ID_imm1_i\[2\],62.26
_05982_,62.25
id_stage_i.regfile_i.regfile_data\[10\]\[22\],62.225
_06113_,62.1
_05361_,62.08
_02129_,61.92
_02425_,61.84
_05493_,61.74
_03146_,61.72
id_stage_i.IF_pc_i\[21\],61.715
_06029_,61.3
net79,61.16
_01906_,61.12
_04408_,61.08
id_stage_i.rs1_rd_data\[8\],61
clknet_leaf_1_clk_i,60.98
ex_stage_i.EX_mem_op_o\[3\],60.92
_02228_,60.86
_06205_,60.84
_05581_,60.68
control_i.ID_rs2_addr_i\[2\],60.38
id_stage_i.rs2_rd_data\[19\],60.34
_01637_,60.24
_05943_,60.12
_05721_,60.02
_01684_,59.96
_05267_,59.66
_04765_,59.54
_05285_,59.54
clknet_leaf_50_clk_i,59.52
_02283_,59.36
_02096_,59.28
_03536_,59.26
branchgen_i.EX_rd_addr_i\[4\],59.115
branchgen_i.ID_pc_i\[7\],58.96
_01923_,58.94
_05714_,58.72
clknet_leaf_130_clk_i,58.72
_04445_,58.7
_06118_,58.7
clknet_leaf_156_clk_i,58.68
_05447_,58.65
_01710_,58.64
_05063_,58.58
_05100_,58.5
_05852_,58.46
_03980_,58.4
_06112_,58.4
clknet_leaf_15_clk_i,58.3
_01488_,58.26
_01936_,58.2
id_stage_i.IF_pc_i\[18\],58.08
_01927_,58.02
_03949_,57.86
_01059_,57.685
branchgen_i.EX_rd_wr_en_i,57.67
_02308_,57.56
_03921_,57.46
_05429_,57.35
_06428_,57.28
_05708_,57
_02547_,56.95
_06146_,56.94
branchgen_i.ID_imm2_i\[7\],56.94
clknet_leaf_23_clk_i,56.94
net96,56.92
_06010_,56.64
_01542_,56.6
_01779_,56.52
clknet_leaf_127_clk_i,56.48
_03882_,56.44
_05499_,56.44
_06034_,56.44
id_stage_i.rs1_rd_data\[18\],56.28
_06021_,56.24
_05546_,56.16
branchgen_i.EX_rd_addr_i\[1\],56.15
_05975_,56.12
_02368_,56.09
_03563_,56
_04789_,56
_05812_,56
clknet_leaf_9_clk_i,55.98
_03686_,55.86
_05075_,55.78
clknet_leaf_151_clk_i,55.78
_03041_,55.74
_05987_,55.54
clknet_leaf_129_clk_i,55.48
_05511_,55.42
_02400_,55.38
_05569_,55.34
id_stage_i.IF_pc_i\[10\],55.28
_01077_,55.04
_05718_,55.01
branchgen_i.ID_imm2_i\[11\],54.94
id_stage_i.rs1_rd_data\[11\],54.88
id_stage_i.IF_pc_i\[13\],54.86
_05234_,54.84
_01814_,54.72
_05413_,54.52
_04499_,54.2
_01921_,54.14
_01605_,54.02
net88,53.78
_02119_,53.72
mem_stage_i.MEM_alu_result_o\[3\],53.7
_05701_,53.68
_00358_,53.565
_02085_,53.56
clknet_leaf_148_clk_i,53.5
branchgen_i.ID_pc_i\[9\],53.46
_03324_,53.4
ex_stage_i.ID_mem_op_i\[0\],53.4
_02731_,53.34
_03817_,53.28
_05842_,53.1
_01460_,53.08
_06121_,53.02
_01635_,52.98
_01727_,52.86
_06201_,52.78
ex_stage_i.EX_mem_op_o\[0\],52.755
clknet_leaf_165_clk_i,52.74
clknet_leaf_59_clk_i,52.72
_05465_,52.42
_03298_,52.2
_02720_,52.18
clknet_leaf_121_clk_i,52.16
_04978_,52.14
id_stage_i.rs2_rd_data\[31\],51.8
ex_stage_i.ID_imm1_i\[18\],51.7
_02105_,51.52
mem_stage_i.MEM_alu_result_o\[0\],51.43
_04117_,51.42
_01712_,51.39
_03379_,51.36
id_stage_i.rs1_rd_data\[10\],51.32
_04263_,51.26
_05138_,51.2
_05184_,51.06
_02385_,51.04
_05148_,51.04
_02217_,51.02
_00480_,50.925
_02020_,50.86
_05377_,50.8
_05984_,50.8
_02014_,50.7
_05906_,50.64
id_stage_i.IF_pc_i\[11\],50.5
_05442_,50.48
_01882_,50.36
_03549_,50.32
_01985_,50.31
_01766_,50.28
_05007_,50.26
_04100_,50.24
_05141_,50.24
_02546_,50.12
_01820_,50.1
_03577_,50.1
_05264_,50.06
_03065_,50.04
_03364_,50.04
_05601_,50.04
_03111_,49.96
_04133_,49.96
_02950_,49.74
_02299_,49.69
_05788_,49.66
_02213_,49.64
_05280_,49.555
_05310_,49.52
mem_stage_i.MEM_alu_result_o\[4\],49.34
control_i.ID_rs2_addr_i\[0\],49.32
_05301_,49.22
id_stage_i.regfile_i.regfile_data\[3\]\[26\],49.13
control_i.ID_rs2_addr_i\[4\],49.12
_05487_,49
_01604_,48.92
_03034_,48.84
_05486_,48.74
_00957_,48.7
branchgen_i.ID_rs1_addr_i\[0\],48.7
_05532_,48.66
_06026_,48.52
_05970_,48.5
_05561_,48.44
control_i.ID_rd_addr_i\[0\],48.43
_05971_,48.4
clknet_leaf_123_clk_i,48.4
_04039_,48.22
_05059_,48.18
id_stage_i.regfile_i.regfile_data\[17\]\[8\],48.12
id_stage_i.rs1_rd_data\[20\],48.12
_05745_,48.11
_03938_,48.08
_04101_,48.04
net144,48.04
_01976_,48.01
_01546_,48
id_stage_i.regfile_i.regfile_data\[12\]\[7\],47.98
_05278_,47.96
_05497_,47.86
id_stage_i.rs1_rd_data\[14\],47.86
_02180_,47.78
_01730_,47.76
_01884_,47.71
_03909_,47.68
_05443_,47.4
mem_stage_i.MEM_alu_result_o\[28\],47.16
_02183_,47.12
_04769_,47.11
_01463_,46.98
branchgen_i.ID_pc_i\[10\],46.94
_05779_,46.93
_03484_,46.84
id_stage_i.regfile_i.regfile_data\[27\]\[15\],46.84
_01075_,46.78
_05182_,46.78
_02324_,46.68
id_stage_i.regfile_i.regfile_data\[26\]\[29\],46.645
branchgen_i.ID_pc_i\[3\],46.56
_05669_,46.53
_04080_,46.52
_02303_,46.39
_05898_,46.37
_06421_,46.34
_03260_,46.18
_05455_,46.1
clknet_leaf_138_clk_i,46.1
_05396_,46.05
_06562_,46.04
id_stage_i.IF_pc_i\[9\],45.98
_02106_,45.96
id_stage_i.rs1_rd_data\[7\],45.84
_01552_,45.78
_01922_,45.78
_05741_,45.72
id_stage_i.regfile_i.regfile_data\[15\]\[8\],45.72
_06261_,45.44
_01553_,45.38
_05965_,45.38
_01813_,45.32
_05325_,45.22
_06416_,45.2
_04856_,45.04
_05295_,45
_02510_,44.98
_02922_,44.94
_06020_,44.92
_06143_,44.92
id_stage_i.regfile_i.regfile_data\[14\]\[1\],44.865
_01880_,44.86
id_stage_i.regfile_i.regfile_data\[9\]\[20\],44.82
_04638_,44.78
_04955_,44.74
control_i.ID_rd_addr_i\[4\],44.72
_03842_,44.66
_03042_,44.62
_04166_,44.6
_05805_,44.6
_03809_,44.58
_05855_,44.58
_05306_,44.56
_01536_,44.53
_05094_,44.5
_05364_,44.42
_06527_,44.38
_02767_,44.34
IMEM_data_i[23],44.31
_05798_,44.3
clknet_leaf_158_clk_i,44.2
_03896_,44.14
clknet_leaf_86_clk_i,44.02
_01899_,43.92
_01925_,43.8
_05372_,43.67
_06454_,43.6
_05642_,43.58
control_i.ID_rs2_addr_i\[3\],43.52
_02323_,43.48
id_stage_i.regfile_i.regfile_data\[31\]\[15\],43.46
_06694_,43.42
_02024_,43.2
branchgen_i.ID_imm2_i\[6\],43.18
_03165_,43.16
branchgen_i.EX_rd_addr_i\[0\],43.16
ex_stage_i.EX_mem_op_o\[1\],43.08
_02508_,43.06
_05248_,42.96
_03795_,42.9
id_stage_i.rs1_rd_data\[19\],42.86
id_stage_i.regfile_i.regfile_data\[30\]\[20\],42.85
_03304_,42.84
_01652_,42.72
_05274_,42.71
id_stage_i.regfile_i.regfile_data\[0\]\[5\],42.66
_05155_,42.64
_03910_,42.6
id_stage_i.regfile_i.regfile_data\[1\]\[4\],42.6
id_stage_i.regfile_i.regfile_data\[9\]\[23\],42.56
branchgen_i.ID_rs1_addr_i\[3\],42.54
mem_stage_i.MEM_alu_result_o\[20\],42.54
_04980_,42.53
_06775_,42.52
_05778_,42.42
_05251_,42.4
_03832_,42.38
_06018_,42.38
_02827_,42.36
_06303_,42.36
_01896_,42.28
_01992_,42.26
_02481_,42.14
_05189_,42.14
clknet_leaf_113_clk_i,42.12
_05966_,42.06
_00092_,42.025
id_stage_i.regfile_i.regfile_data\[11\]\[23\],41.94
_05656_,41.92
_06064_,41.865
_05505_,41.76
_03240_,41.74
ex_stage_i.EX_exception_o,41.74
id_stage_i.regfile_i.regfile_data\[8\]\[7\],41.72
_01666_,41.7
_03079_,41.66
_02263_,41.58
clknet_leaf_136_clk_i,41.58
_04246_,41.56
_06728_,41.46
control_i.ID_rd_addr_i\[3\],41.4
_02322_,41.36
id_stage_i.regfile_i.regfile_data\[3\]\[31\],41.28
_01971_,41.24
_02025_,41.24
_04973_,41.16
_05252_,41.16
_05790_,41.11
id_stage_i.regfile_i.regfile_data\[13\]\[16\],41.1
_04562_,41.06
_05288_,41.06
_06262_,41.02
_03248_,40.98
_01901_,40.97
_02453_,40.84
id_stage_i.regfile_i.regfile_data\[8\]\[22\],40.82
id_stage_i.regfile_i.regfile_data\[11\]\[24\],40.78
_06341_,40.7
_03085_,40.66
_05171_,40.66
_06209_,40.64
_05266_,40.63
_05706_,40.56
_05230_,40.52
id_stage_i.regfile_i.regfile_data\[11\]\[20\],40.4
_05594_,40.36
id_stage_i.regfile_i.regfile_data\[9\]\[22\],40.34
_03147_,40.32
_06288_,40.32
id_stage_i.regfile_i.regfile_data\[29\]\[28\],40.24
_02372_,40.22
id_stage_i.rs2_rd_data\[4\],40.2
_02076_,40.18
_05409_,40.18
_06190_,40.13
_02009_,40.12
id_stage_i.regfile_i.regfile_data\[12\]\[1\],40.04
_05492_,40.02
id_stage_i.regfile_i.regfile_data\[25\]\[28\],39.96
_05579_,39.94
_04132_,39.9
_01905_,39.82
_05176_,39.78
_02719_,39.64
_01457_,39.6
_05838_,39.6
_01875_,39.58
_05991_,39.5
id_stage_i.regfile_i.regfile_data\[13\]\[1\],39.5
id_stage_i.rs1_rd_data\[31\],39.46
_00699_,39.425
id_stage_i.rs2_rd_data\[6\],39.4
_02726_,39.32
id_stage_i.regfile_i.regfile_data\[12\]\[4\],39.1
id_stage_i.regfile_i.regfile_data\[12\]\[5\],39.08
id_stage_i.rs2_rd_data\[8\],39.08
id_stage_i.regfile_i.regfile_data\[30\]\[25\],38.945
_05488_,38.9
_05309_,38.86
id_stage_i.regfile_i.regfile_data\[27\]\[19\],38.86
_05637_,38.82
_01918_,38.725
_05058_,38.72
id_stage_i.regfile_i.regfile_data\[30\]\[26\],38.685
_03318_,38.58
_03488_,38.58
_05570_,38.56
_06039_,38.54
_05339_,38.46
_06236_,38.42
id_stage_i.IF_pc_i\[0\],38.4
_05919_,38.36
id_stage_i.regfile_i.regfile_data\[14\]\[0\],38.305
id_stage_i.regfile_i.regfile_data\[24\]\[9\],38.3
id_stage_i.regfile_i.regfile_data\[28\]\[0\],38.3
_02615_,38.24
_05066_,38.22
mem_stage_i.MEM_alu_result_o\[6\],38.17
_01554_,38.16
id_stage_i.regfile_i.regfile_data\[8\]\[8\],38.12
id_stage_i.regfile_i.regfile_data\[29\]\[19\],38.1
ex_stage_i.EX_rs2_data_o\[20\],38.06
id_stage_i.regfile_i.regfile_data\[13\]\[28\],38.06
_05727_,37.96
id_stage_i.regfile_i.regfile_data\[8\]\[14\],37.94
id_stage_i.regfile_i.regfile_data\[8\]\[23\],37.92
_05475_,37.88
clknet_leaf_22_clk_i,37.86
_01778_,37.82
id_stage_i.regfile_i.regfile_data\[28\]\[13\],37.76
_04231_,37.72
_01965_,37.65
_01734_,37.61
_01879_,37.5
id_stage_i.regfile_i.regfile_data\[13\]\[22\],37.5
_03779_,37.48
_03833_,37.4
_01951_,37.38
net183,37.38
_03472_,37.36
_05181_,37.36
id_stage_i.regfile_i.regfile_data\[29\]\[31\],37.35
_04979_,37.34
_06449_,37.32
_03864_,37.26
_02104_,37.22
_06111_,37.12
_05926_,37.1
ex_stage_i.EX_mem_op_o\[2\],37.095
id_stage_i.regfile_i.regfile_data\[11\]\[31\],37.06
id_stage_i.regfile_i.regfile_data\[13\]\[21\],37.04
id_stage_i.regfile_i.regfile_data\[10\]\[31\],37.025
id_stage_i.regfile_i.regfile_data\[26\]\[25\],36.985
boot_addr_i[4],36.94
id_stage_i.regfile_i.regfile_data\[22\]\[20\],36.915
_03109_,36.9
_03548_,36.88
_03066_,36.84
_04989_,36.76
_05077_,36.76
id_stage_i.regfile_i.regfile_data\[24\]\[31\],36.76
_02947_,36.74
id_stage_i.regfile_i.regfile_data\[14\]\[17\],36.725
_05363_,36.7
id_stage_i.regfile_i.regfile_data\[24\]\[14\],36.7
_04116_,36.68
_05093_,36.68
_02964_,36.64
id_stage_i.regfile_i.regfile_data\[9\]\[24\],36.64
_01994_,36.52
_01801_,36.48
_06272_,36.32
id_stage_i.rs2_rd_data\[13\],36.32
_01631_,36.3
_05815_,36.28
_03906_,36.22
_05651_,36.2
id_stage_i.regfile_i.regfile_data\[24\]\[5\],36.18
id_stage_i.regfile_i.regfile_data\[29\]\[14\],36.18
id_stage_i.regfile_i.regfile_data\[9\]\[2\],36.16
_05886_,36.14
branchgen_i.ID_pc_i\[22\],36.14
id_stage_i.regfile_i.regfile_data\[17\]\[5\],36.14
_01627_,36.08
_02224_,36.02
_00757_,36.005
id_stage_i.regfile_i.regfile_data\[31\]\[2\],36
id_stage_i.regfile_i.regfile_data\[24\]\[11\],35.98
_05392_,35.9
_05977_,35.87
_01830_,35.82
_05482_,35.76
_05880_,35.76
_02039_,35.68
id_stage_i.regfile_i.regfile_data\[0\]\[2\],35.66
_04193_,35.62
id_stage_i.regfile_i.regfile_data\[28\]\[31\],35.62
id_stage_i.regfile_i.regfile_data\[15\]\[17\],35.54
_02028_,35.52
mem_stage_i.MEM_alu_result_o\[12\],35.52
id_stage_i.regfile_i.regfile_data\[11\]\[5\],35.48
_05912_,35.44
id_stage_i.regfile_i.regfile_data\[28\]\[25\],35.42
id_stage_i.regfile_i.regfile_data\[1\]\[16\],35.4
id_stage_i.regfile_i.regfile_data\[4\]\[7\],35.32
_05143_,35.26
id_stage_i.regfile_i.regfile_data\[11\]\[21\],35.26
_05102_,35.24
id_stage_i.regfile_i.regfile_data\[12\]\[6\],35.22
_01844_,35.2
id_stage_i.regfile_i.regfile_data\[13\]\[17\],35.18
id_stage_i.regfile_i.regfile_data\[13\]\[7\],35.16
clknet_leaf_140_clk_i,35.14
id_stage_i.regfile_i.regfile_data\[4\]\[9\],35.1
_06419_,35.06
id_stage_i.regfile_i.regfile_data\[0\]\[10\],35.06
id_stage_i.regfile_i.regfile_data\[19\]\[12\],35.02
_01812_,34.94
_02895_,34.84
id_stage_i.regfile_i.regfile_data\[10\]\[19\],34.805
_01499_,34.8
clknet_leaf_125_clk_i,34.76
control_i.ID_rd_addr_i\[1\],34.73
id_stage_i.regfile_i.regfile_data\[24\]\[24\],34.7
_04967_,34.66
id_stage_i.ID_alu_ctrl_o\[7\],34.64
id_stage_i.regfile_i.regfile_data\[3\]\[30\],34.62
id_stage_i.IF_pc_i\[8\],34.56
_04339_,34.54
id_stage_i.regfile_i.regfile_data\[13\]\[12\],34.48
id_stage_i.regfile_i.regfile_data\[28\]\[15\],34.46
_05296_,34.44
_06108_,34.4
id_stage_i.regfile_i.regfile_data\[29\]\[30\],34.4
_01547_,34.38
_02102_,34.38
_03854_,34.38
_04050_,34.38
_05241_,34.38
ex_stage_i.ID_imm1_i\[8\],34.38
id_stage_i.regfile_i.regfile_data\[30\]\[27\],34.375
id_stage_i.regfile_i.regfile_data\[13\]\[5\],34.36
_01025_,34.34
_04148_,34.3
_06653_,34.3
_02249_,34.28
_03444_,34.28
id_stage_i.regfile_i.regfile_data\[25\]\[12\],34.26
_06131_,34.22
_04465_,34.2
id_stage_i.regfile_i.regfile_data\[12\]\[31\],34.2
_03464_,34.18
_03560_,34.18
id_stage_i.regfile_i.regfile_data\[30\]\[5\],34.165
ex_stage_i.ID_imm1_i\[5\],34.08
id_stage_i.regfile_i.regfile_data\[31\]\[24\],34.08
_01946_,33.98
id_stage_i.regfile_i.regfile_data\[31\]\[30\],33.98
id_stage_i.regfile_i.regfile_data\[11\]\[29\],33.96
clknet_leaf_34_clk_i,33.94
id_stage_i.rs2_rd_data\[9\],33.9
_05170_,33.895
_06077_,33.88
id_stage_i.regfile_i.regfile_data\[26\]\[12\],33.865
id_stage_i.regfile_i.regfile_data\[25\]\[10\],33.86
_03374_,33.84
_01601_,33.76
_05403_,33.74
_05477_,33.74
_06354_,33.68
id_stage_i.regfile_i.regfile_data\[11\]\[19\],33.64
_02234_,33.62
id_stage_i.regfile_i.regfile_data\[26\]\[30\],33.605
_01811_,33.59
id_stage_i.regfile_i.regfile_data\[8\]\[17\],33.54
_02855_,33.5
id_stage_i.regfile_i.regfile_data\[24\]\[23\],33.48
id_stage_i.regfile_i.regfile_data\[27\]\[29\],33.48
id_stage_i.regfile_i.regfile_data\[15\]\[20\],33.4
id_stage_i.rs1_rd_data\[4\],33.34
_02898_,33.32
id_stage_i.regfile_i.regfile_data\[16\]\[5\],33.32
id_stage_i.regfile_i.regfile_data\[9\]\[10\],33.32
_03487_,33.3
_05639_,33.3
_06328_,33.3
_06727_,33.3
_04289_,33.24
_05249_,33.18
id_stage_i.regfile_i.regfile_data\[14\]\[30\],33.175
id_stage_i.regfile_i.regfile_data\[26\]\[13\],33.145
control_i.IF_ID_Flush2,33.14
id_stage_i.regfile_i.regfile_data\[31\]\[20\],33.12
id_stage_i.regfile_i.regfile_data\[28\]\[14\],33.11
id_stage_i.regfile_i.regfile_data\[15\]\[11\],33.08
_01497_,33.07
_05464_,33.06
id_stage_i.regfile_i.regfile_data\[17\]\[26\],33.06
_05437_,33.04
_00667_,33.025
id_stage_i.regfile_i.regfile_data\[15\]\[3\],33
_03862_,32.96
_04187_,32.92
_01787_,32.88
_05318_,32.88
id_stage_i.regfile_i.regfile_data\[24\]\[12\],32.88
_02971_,32.82
_05082_,32.82
_01959_,32.78
_05401_,32.78
id_stage_i.regfile_i.regfile_data\[12\]\[28\],32.78
_03438_,32.76
id_stage_i.regfile_i.regfile_data\[9\]\[7\],32.74
_02257_,32.72
id_stage_i.regfile_i.regfile_data\[1\]\[5\],32.7
id_stage_i.regfile_i.regfile_data\[20\]\[10\],32.66
id_stage_i.IF_pc_i\[5\],32.64
_00446_,32.625
_06120_,32.62
_05962_,32.6
_05388_,32.58
id_stage_i.regfile_i.regfile_data\[15\]\[19\],32.58
id_stage_i.regfile_i.regfile_data\[28\]\[20\],32.56
_05799_,32.5
_06636_,32.5
_05414_,32.46
branchgen_i.ID_pc_i\[14\],32.46
id_stage_i.regfile_i.regfile_data\[22\]\[21\],32.455
_05323_,32.44
_02222_,32.42
id_stage_i.IF_pc_i\[4\],32.42
id_stage_i.regfile_i.regfile_data\[21\]\[5\],32.42
_02023_,32.37
id_stage_i.regfile_i.regfile_data\[9\]\[31\],32.36
id_stage_i.regfile_i.regfile_data\[12\]\[13\],32.34
_02205_,32.32
id_stage_i.regfile_i.regfile_data\[0\]\[1\],32.3
_01969_,32.28
_06414_,32.26
id_stage_i.regfile_i.regfile_data\[23\]\[4\],32.26
_05243_,32.25
id_stage_i.regfile_i.regfile_data\[10\]\[29\],32.225
id_stage_i.regfile_i.regfile_data\[28\]\[28\],32.22
_05688_,32.2
_05390_,32.175
_01834_,32.16
_03860_,32.14
id_stage_i.regfile_i.regfile_data\[12\]\[16\],32.12
_01012_,32.085
_01533_,32.08
_01701_,32.08
_02253_,32.08
id_stage_i.regfile_i.regfile_data\[13\]\[24\],32.08
_06050_,32.045
branchgen_i.ID_imm2_i\[31\],32.04
id_stage_i.regfile_i.regfile_data\[11\]\[15\],32.02
id_stage_i.regfile_i.regfile_data\[13\]\[0\],31.99
id_stage_i.regfile_i.regfile_data\[4\]\[3\],31.96
_03448_,31.94
_05535_,31.92
_05444_,31.915
_03411_,31.9
id_stage_i.regfile_i.regfile_data\[13\]\[3\],31.9
id_stage_i.regfile_i.regfile_data\[25\]\[30\],31.86
id_stage_i.regfile_i.regfile_data\[20\]\[6\],31.84
id_stage_i.regfile_i.regfile_data\[25\]\[19\],31.82
_01987_,31.8
_02328_,31.76
id_stage_i.regfile_i.regfile_data\[10\]\[28\],31.725
_06417_,31.72
_06420_,31.7
_06697_,31.68
id_stage_i.regfile_i.regfile_data\[15\]\[28\],31.68
id_stage_i.regfile_i.regfile_data\[8\]\[15\],31.66
_03508_,31.6
_01807_,31.54
id_stage_i.regfile_i.regfile_data\[11\]\[2\],31.54
_03020_,31.52
_06057_,31.52
id_stage_i.regfile_i.regfile_data\[25\]\[14\],31.52
_04266_,31.5
_06221_,31.5
id_stage_i.regfile_i.regfile_data\[12\]\[20\],31.5
_04225_,31.48
id_stage_i.regfile_i.regfile_data\[9\]\[0\],31.48
_02317_,31.46
clknet_leaf_52_clk_i,31.46
_05883_,31.44
_01941_,31.43
id_stage_i.regfile_i.regfile_data\[26\]\[24\],31.405
_02418_,31.4
_04228_,31.38
id_stage_i.regfile_i.regfile_data\[15\]\[14\],31.38
id_stage_i.regfile_i.regfile_data\[30\]\[15\],31.345
control_i.ID_rs2_addr_i\[1\],31.34
id_stage_i.regfile_i.regfile_data\[24\]\[22\],31.34
_01867_,31.3
_04709_,31.26
id_stage_i.regfile_i.regfile_data\[28\]\[5\],31.26
id_stage_i.regfile_i.regfile_data\[28\]\[10\],31.24
id_stage_i.regfile_i.regfile_data\[13\]\[9\],31.22
id_stage_i.regfile_i.regfile_data\[9\]\[13\],31.22
_05504_,31.2
id_stage_i.regfile_i.regfile_data\[27\]\[20\],31.19
id_stage_i.regfile_i.regfile_data\[16\]\[22\],31.16
id_stage_i.regfile_i.regfile_data\[27\]\[22\],31.16
id_stage_i.regfile_i.regfile_data\[20\]\[16\],31.135
_06012_,31.1
_05247_,31.08
id_stage_i.regfile_i.regfile_data\[0\]\[6\],31.08
_03893_,31.06
id_stage_i.regfile_i.regfile_data\[16\]\[25\],31.06
id_stage_i.regfile_i.regfile_data\[25\]\[24\],31.06
_03865_,31.02
id_stage_i.regfile_i.regfile_data\[12\]\[10\],31
net199,30.99
_02012_,30.98
_06241_,30.98
_02042_,30.96
id_stage_i.regfile_i.regfile_data\[12\]\[9\],30.96
id_stage_i.regfile_i.regfile_data\[1\]\[9\],30.96
id_stage_i.regfile_i.regfile_data\[8\]\[24\],30.96
_01816_,30.94
id_stage_i.regfile_i.regfile_data\[25\]\[26\],30.94
_05559_,30.92
id_stage_i.regfile_i.regfile_data\[29\]\[26\],30.9
_02114_,30.84
id_stage_i.regfile_i.regfile_data\[29\]\[15\],30.83
id_stage_i.regfile_i.regfile_data\[28\]\[30\],30.82
_03225_,30.8
_05083_,30.76
_03805_,30.74
_04006_,30.74
id_stage_i.regfile_i.regfile_data\[13\]\[31\],30.7
id_stage_i.regfile_i.regfile_data\[5\]\[21\],30.7
_05368_,30.69
id_stage_i.regfile_i.regfile_data\[12\]\[2\],30.68
id_stage_i.regfile_i.regfile_data\[11\]\[22\],30.66
id_stage_i.regfile_i.regfile_data\[5\]\[12\],30.66
_05685_,30.64
id_stage_i.regfile_i.regfile_data\[26\]\[31\],30.625
id_stage_i.regfile_i.regfile_data\[14\]\[12\],30.62
_02190_,30.58
_05263_,30.58
_06418_,30.58
id_stage_i.regfile_i.regfile_data\[9\]\[28\],30.58
_02437_,30.56
id_stage_i.IF_pc_i\[14\],30.56
id_stage_i.regfile_i.regfile_data\[0\]\[7\],30.54
id_stage_i.regfile_i.regfile_data\[29\]\[2\],30.53
id_stage_i.regfile_i.regfile_data\[14\]\[3\],30.51
id_stage_i.regfile_i.regfile_data\[26\]\[26\],30.485
_05974_,30.46
_03962_,30.44
id_stage_i.regfile_i.regfile_data\[25\]\[20\],30.44
_03272_,30.4
id_stage_i.regfile_i.regfile_data\[7\]\[11\],30.4
_02185_,30.38
id_stage_i.regfile_i.regfile_data\[9\]\[6\],30.34
_04258_,30.28
_05524_,30.28
id_stage_i.regfile_i.regfile_data\[0\]\[13\],30.28
_03428_,30.24
id_stage_i.regfile_i.regfile_data\[4\]\[14\],30.24
_02221_,30.2
id_stage_i.regfile_i.regfile_data\[26\]\[22\],30.15
id_stage_i.regfile_i.regfile_data\[2\]\[12\],30.145
id_stage_i.regfile_i.regfile_data\[21\]\[1\],30.13
_02363_,30.06
id_stage_i.regfile_i.regfile_data\[11\]\[9\],30.02
_00335_,30.005
_02103_,30
_04583_,30
_05551_,30
id_stage_i.regfile_i.regfile_data\[24\]\[20\],30
mem_stage_i.MEM_alu_result_o\[10\],30
id_stage_i.regfile_i.regfile_data\[1\]\[17\],29.98
_04584_,29.96
_05304_,29.96
id_stage_i.regfile_i.regfile_data\[8\]\[27\],29.96
id_stage_i.regfile_i.regfile_data\[26\]\[21\],29.95
_03768_,29.94
_06246_,29.86
DMEM_rd_data_i[23],29.85
id_stage_i.regfile_i.regfile_data\[13\]\[29\],29.84
_00693_,29.825
id_stage_i.regfile_i.regfile_data\[9\]\[21\],29.82
_03038_,29.78
id_stage_i.regfile_i.regfile_data\[2\]\[18\],29.75
id_stage_i.regfile_i.regfile_data\[20\]\[17\],29.72
_04177_,29.66
id_stage_i.regfile_i.regfile_data\[11\]\[10\],29.66
